unit_id,base_query_id,base_query,snapshot_round,gold,gold_source,gold_year,volatility,freshness_classes,question_type,mode,n_pages_kept,evidence_chars,old_evidence_chars,old_pages_kept,old_status,request_ids,status_llama8b,status_qwen7b,status_mistral7b,status_pair,status_majority,majority_source
q_180c42e7@rerun_24h,q_180c42e7,Which horse won the most recent Nassau Stakes?,rerun_24h,al husn,temporal_align_qa,2023,VOLATILE,FAST,CURRENT_SEEKING,CURRENT,1,591,591,1,JUDGE_DISAGREEMENT,p_q_180c42e7_2,SUPERSEDED_AT_T,SUPERSEDED_AT_T,,SUPERSEDED_AT_T,SUPERSEDED_AT_T,pair_agreement
q_1816d40e@rerun_24h,q_1816d40e,Which video game did Vanessa Marshall voice a character in?,rerun_24h,justice league: cosmic chaos,temporal_align_qa,2023,VOLATILE,FAST,HISTORICAL,AS_STATED,1,4104,1999,1,JUDGE_DISAGREEMENT,p_q_1816d40e_1,VALID_AT_T,CONTRADICTED_AS_STATED,VALID_AT_T,JUDGE_DISAGREEMENT,VALID_AT_T,third_judge_majority
q_18279081@rerun_24h,q_18279081,Who currently serves as the speaker of the Alaska House of Representatives?,rerun_24h,louise stutes,temporal_align_qa,2023,VOLATILE,SLOW,CURRENT_SEEKING,CURRENT,1,5000,2000,1,SUPERSEDED_AT_T,p_q_18279081_1,SUPERSEDED_AT_T,SUPERSEDED_AT_T,,SUPERSEDED_AT_T,SUPERSEDED_AT_T,pair_agreement
q_18350211@rerun_24h,q_18350211,Which Major League Soccer team had the lowest average attendance?,rerun_24h,houston dynamo fc,temporal_align_qa,2023,VOLATILE,MEDIUM,RECURRING_UNMARKED,CURRENT,1,2815,1999,1,SUPERSEDED_AT_T,q_18350211,SUPERSEDED_AT_T,SUPERSEDED_AT_T,,SUPERSEDED_AT_T,SUPERSEDED_AT_T,pair_agreement
q_18c91502@rerun_24h,q_18c91502,"""What is a synonym for """"irritable""""?""",rerun_24h,crotchety,triviaqa,,NOT_TIME_KEYED,TIMELESS,RECURRING_UNMARKED,CURRENT,2,5044,2000,1,JUDGE_DISAGREEMENT,p_q_18c91502_2,VALID_AT_T,SUPERSEDED_AT_T,VALID_AT_T,JUDGE_DISAGREEMENT,VALID_AT_T,third_judge_majority
q_18f5cfa8@rerun_24h,q_18f5cfa8,Who is the current elected representative of the Electoral district of Pittwater?,rerun_24h,rob stokes,temporal_align_qa,2023,VOLATILE,SLOW,CURRENT_SEEKING,CURRENT,1,2748,2000,1,JUDGE_DISAGREEMENT,p_q_18f5cfa8_0,SUPERSEDED_AT_T,SUPERSEDED_AT_T,,SUPERSEDED_AT_T,SUPERSEDED_AT_T,pair_agreement
q_19312ca9@rerun_24h,q_19312ca9,What's the latest project Victor Webster has worked on?,rerun_24h,the wedding veil journey,temporal_align_qa,2023,VOLATILE,FAST,CURRENT_SEEKING,CURRENT,1,4521,2000,1,JUDGE_DISAGREEMENT,p_q_19312ca9_3,VALID_AT_T,SUPERSEDED_AT_T,VALID_AT_T,JUDGE_DISAGREEMENT,VALID_AT_T,third_judge_majority
q_196f0aca@rerun_24h,q_196f0aca,When did the current manager of Stoke City F.C. begin their term?,rerun_24h,december 2023,temporal_align_qa,2023,VOLATILE,SLOW,CURRENT_SEEKING,CURRENT,1,623,623,1,INDETERMINATE_AT_T,p_q_196f0aca_2,INDETERMINATE_AT_T,SUPERSEDED_AT_T,INDETERMINATE_AT_T,JUDGE_DISAGREEMENT,INDETERMINATE_AT_T,third_judge_majority
q_19e1347b@rerun_24h,q_19e1347b,Where was the most recent Opening Day game for the Los Angeles Angels held?,rerun_24h,ringcentral coliseum,temporal_align_qa,2023,VOLATILE,SLOW,CURRENT_SEEKING,CURRENT,1,637,637,1,JUDGE_DISAGREEMENT,p_q_19e1347b_1,SUPERSEDED_AT_T,SUPERSEDED_AT_T,,SUPERSEDED_AT_T,SUPERSEDED_AT_T,pair_agreement
q_1b42ed48@rerun_24h,q_1b42ed48,Which professional wrestling promotion hosted the latest event at the Tokyo Dome?,rerun_24h,noah,temporal_align_qa,2023,VOLATILE,SLOW,CURRENT_SEEKING,CURRENT,1,592,592,1,JUDGE_DISAGREEMENT,p_q_1b42ed48_2,VALID_AT_T,SUPERSEDED_AT_T,SUPERSEDED_AT_T,JUDGE_DISAGREEMENT,SUPERSEDED_AT_T,third_judge_majority
q_1c1961cd@rerun_24h,q_1c1961cd,In what country was the current Miss World born?,rerun_24h,poland,freshqa,2022,SINGLE_YEAR,FAST,CURRENT_SEEKING,CURRENT,1,1577,1577,1,SUPERSEDED_AT_T,p_q_1c1961cd_2,SUPERSEDED_AT_T,SUPERSEDED_AT_T,,SUPERSEDED_AT_T,SUPERSEDED_AT_T,pair_agreement
q_1c20f8ba@rerun_24h,q_1c20f8ba,What slogan is featured on a current specialty license plate in Wisconsin?,rerun_24h,share the road,temporal_align_qa,2023,VOLATILE,SLOW,CURRENT_SEEKING,CURRENT,2,3399,2000,1,SUPERSEDED_AT_T,p_q_1c20f8ba_0,SUPERSEDED_AT_T,SUPERSEDED_AT_T,,SUPERSEDED_AT_T,SUPERSEDED_AT_T,pair_agreement
q_1c3ba216@rerun_24h,q_1c3ba216,Which pair took home the bronze medal in the latest Nebelhorn Trophy Senior Pairs competition?,rerun_24h,annika hocke / robert kunkel,temporal_align_qa,2023,VOLATILE,FAST,CURRENT_SEEKING,CURRENT,1,264,264,1,INDETERMINATE_AT_T,p_q_1c3ba216_2,INDETERMINATE_AT_T,INDETERMINATE_AT_T,,INDETERMINATE_AT_T,INDETERMINATE_AT_T,pair_agreement
q_1dc7b96e@rerun_24h,q_1dc7b96e,Who is the most recent winner of the Turf Classic Stakes?,rerun_24h,up to the mark,temporal_align_qa,2023,VOLATILE,FAST,CURRENT_SEEKING,CURRENT,1,2835,2000,1,JUDGE_DISAGREEMENT,p_q_1dc7b96e_3,VALID_AT_T,SUPERSEDED_AT_T,SUPERSEDED_AT_T,JUDGE_DISAGREEMENT,SUPERSEDED_AT_T,third_judge_majority
q_1ed44863@rerun_24h,q_1ed44863,Who is the current representative for Louisiana's 4th congressional district?,rerun_24h,mike johnson,temporal_align_qa,2023,VOLATILE,SLOW,CURRENT_SEEKING,CURRENT,1,1501,1501,1,VALID_AT_T,p_q_1ed44863_1,VALID_AT_T,VALID_AT_T,,VALID_AT_T,VALID_AT_T,pair_agreement
q_1eee07b1@rerun_12h,q_1eee07b1,What is the title of the documentary narrated by Stephen Mangan?,rerun_12h,artist of the year,temporal_align_qa,2023,VOLATILE,MEDIUM,RECURRING_UNMARKED,CURRENT,1,876,876,1,JUDGE_DISAGREEMENT,q_1eee07b1,VALID_AT_T,SUPERSEDED_AT_T,SUPERSEDED_AT_T,JUDGE_DISAGREEMENT,SUPERSEDED_AT_T,third_judge_majority
q_1ef14187@rerun_24h,q_1ef14187,Which team took the victory at the most recent 12 Hours of Sebring race?,rerun_24h,whelen engineering racing,temporal_align_qa,2023,VOLATILE,MEDIUM,CURRENT_SEEKING,CURRENT,3,8227,2802,2,SUPERSEDED_AT_T,p_q_1ef14187_0,SUPERSEDED_AT_T,SUPERSEDED_AT_T,,SUPERSEDED_AT_T,SUPERSEDED_AT_T,pair_agreement
q_1fe5242d@rerun_24h,q_1fe5242d,Who was the jockey that rode the winning horse in the latest Hong Kong Sprint?,rerun_24h,zac purton,temporal_align_qa,2023,VOLATILE,MEDIUM,CURRENT_SEEKING,CURRENT,2,5311,2624,2,JUDGE_DISAGREEMENT,p_q_1fe5242d_3,VALID_AT_T,SUPERSEDED_AT_T,VALID_AT_T,JUDGE_DISAGREEMENT,VALID_AT_T,third_judge_majority
q_1ff720ce@rerun_24h,q_1ff720ce,From which state is the senator who currently has the Candy Desk in the United States Senate?,rerun_24h,pennsylvania,temporal_align_qa,2023,VOLATILE,SLOW,CURRENT_SEEKING,CURRENT,1,594,594,1,INDETERMINATE_AT_T,p_q_1ff720ce_2,INDETERMINATE_AT_T,INDETERMINATE_AT_T,,INDETERMINATE_AT_T,INDETERMINATE_AT_T,pair_agreement
q_20085526@rerun_24h,q_20085526,Who is the National League Gold Glove Award winner for first base?,rerun_24h,christian walker,temporal_align_qa,2023,VOLATILE,MEDIUM,HISTORICAL,AS_STATED,1,5000,1999,1,SUPERSEDED_AT_T,p_q_20085526_2,VALID_AT_T,CONTRADICTED_AS_STATED,VALID_AT_T,JUDGE_DISAGREEMENT,VALID_AT_T,third_judge_majority
q_2053c0d3@rerun_24h,q_2053c0d3,Who is the current Professional Referee of the Year in Belgian professional football?,rerun_24h,jonathan lardot,temporal_align_qa,2023,VOLATILE,SLOW,CURRENT_SEEKING,CURRENT,1,3788,2000,1,JUDGE_DISAGREEMENT,p_q_2053c0d3_3,VALID_AT_T,SUPERSEDED_AT_T,VALID_AT_T,JUDGE_DISAGREEMENT,VALID_AT_T,third_judge_majority
q_21078da3@rerun_24h,q_21078da3,Which pair is the runners-up in the Australian Open mixed doubles championship?,rerun_24h,sania mirza rohan bopanna,temporal_align_qa,2023,VOLATILE,FAST,RECURRING_UNMARKED,CURRENT,2,726,659,1,JUDGE_DISAGREEMENT,p_q_21078da3_1,SUPERSEDED_AT_T,SUPERSEDED_AT_T,,SUPERSEDED_AT_T,SUPERSEDED_AT_T,pair_agreement
q_21593fd1@rerun_1h,q_21593fd1,"""The album """"Good Girl Gone Bad"""" was the number 1 selling album in the UK in 2009 with sales of 1.5 million. Who was the singer?""",rerun_1h,rihanna,triviaqa,,NOT_TIME_KEYED,TIMELESS,DATED,AS_STATED,1,5000,1999,1,JUDGE_DISAGREEMENT,q_21593fd1,VALID_AT_T,CONTRADICTED_AS_STATED,INDETERMINATE_AT_T,JUDGE_DISAGREEMENT,NO_MAJORITY,three_way_split
q_21593fd1@rerun_24h,q_21593fd1,"""The album """"Good Girl Gone Bad"""" was the number 1 selling album in the UK in 2009 with sales of 1.5 million. Who was the singer?""",rerun_24h,rihanna,triviaqa,,NOT_TIME_KEYED,TIMELESS,DATED,AS_STATED,1,5000,1999,1,JUDGE_DISAGREEMENT,p_q_21593fd1_3,VALID_AT_T,CONTRADICTED_AS_STATED,INDETERMINATE_AT_T,JUDGE_DISAGREEMENT,NO_MAJORITY,three_way_split
q_226ccc1f@rerun_24h,q_226ccc1f,What is the latest release by Soulfly?,rerun_24h,*totem,temporal_align_qa,2023,VOLATILE,SLOW,CURRENT_SEEKING,CURRENT,2,620,572,1,INDETERMINATE_AT_T,p_q_226ccc1f_3,INDETERMINATE_AT_T,INDETERMINATE_AT_T,,INDETERMINATE_AT_T,INDETERMINATE_AT_T,pair_agreement
q_22adabe9@rerun_24h,q_22adabe9,What was the model name of the Williams Grand Prix Engineering car that had USA Logan Sargeant and THA Alexander Albon as drivers?,rerun_24h,fw45,temporal_align_qa,2023,VOLATILE,FAST,HISTORICAL,AS_STATED,1,5000,2000,1,JUDGE_DISAGREEMENT,p_q_22adabe9_1,VALID_AT_T,VALID_AT_T,,VALID_AT_T,VALID_AT_T,pair_agreement
q_23194df6@rerun_12h,q_23194df6,Who is the President of the East Texas Yamboree for the current festival?,rerun_12h,abigail elaine stewart,temporal_align_qa,2023,VOLATILE,FAST,CURRENT_SEEKING,CURRENT,1,621,621,1,INDETERMINATE_AT_T,p_q_23194df6_1,INDETERMINATE_AT_T,INDETERMINATE_AT_T,,INDETERMINATE_AT_T,INDETERMINATE_AT_T,pair_agreement
q_23265c46@rerun_24h,q_23265c46,El Capitan was free climbed is January 2015 - in which US National Park is it found?,rerun_24h,yosemite,triviaqa,,NOT_TIME_KEYED,TIMELESS,DATED,AS_STATED,1,224,224,1,VALID_AT_T,p_q_23265c46_2,VALID_AT_T,CONTRADICTED_AS_STATED,VALID_AT_T,JUDGE_DISAGREEMENT,VALID_AT_T,third_judge_majority
q_23baebab@rerun_24h,q_23baebab,What character was portrayed by the winner of the most recent Metro Manila Film Festival Award for Best Actress?,rerun_24h,eileen,temporal_align_qa,2023,VOLATILE,FAST,CURRENT_SEEKING,CURRENT,2,3136,2000,1,SUPERSEDED_AT_T,p_q_23baebab_2,SUPERSEDED_AT_T,SUPERSEDED_AT_T,,SUPERSEDED_AT_T,SUPERSEDED_AT_T,pair_agreement
q_2520c5d9@rerun_24h,q_2520c5d9,Which duo won the gold medal in the European Beach Volleyball Championship most recently?,rerun_24h,david åhman jonatan hellvig,temporal_align_qa,2023,VOLATILE,MEDIUM,CURRENT_SEEKING,CURRENT,2,2340,2340,2,SUPERSEDED_AT_T,p_q_2520c5d9_0,SUPERSEDED_AT_T,SUPERSEDED_AT_T,,SUPERSEDED_AT_T,SUPERSEDED_AT_T,pair_agreement
q_25725075@rerun_24h,q_25725075,Which team is the current champion of the Liga Departamental de Áncash?,rerun_24h,san marcos,temporal_align_qa,2023,VOLATILE,MEDIUM,CURRENT_SEEKING,CURRENT,1,1146,1146,1,JUDGE_DISAGREEMENT,p_q_25725075_0,SUPERSEDED_AT_T,SUPERSEDED_AT_T,,SUPERSEDED_AT_T,SUPERSEDED_AT_T,pair_agreement
q_25a74024@rerun_24h,q_25a74024,Who is one of the current hosts of Vision Australia's Carols by Candlelight?,rerun_24h,sarah abo and david campbell,temporal_align_qa,2023,VOLATILE,SLOW,CURRENT_SEEKING,CURRENT,1,5000,1999,1,SUPERSEDED_AT_T,p_q_25a74024_0,SUPERSEDED_AT_T,SUPERSEDED_AT_T,,SUPERSEDED_AT_T,SUPERSEDED_AT_T,pair_agreement
q_25f44bbf@rerun_24h,q_25f44bbf,Who is the current leader of the Union of Jewish Students?,rerun_24h,joel rosen,temporal_align_qa,2023,VOLATILE,FAST,CURRENT_SEEKING,CURRENT,1,1811,1811,1,SUPERSEDED_AT_T,p_q_25f44bbf_1,SUPERSEDED_AT_T,SUPERSEDED_AT_T,,SUPERSEDED_AT_T,SUPERSEDED_AT_T,pair_agreement
q_261a287e@rerun_24h,q_261a287e,Which team won the National League East division?,rerun_24h,atlanta braves,temporal_align_qa,2023,VOLATILE,SLOW,RECURRING_UNMARKED,CURRENT,1,4838,2000,1,JUDGE_DISAGREEMENT,p_q_261a287e_0,VALID_AT_T,SUPERSEDED_AT_T,VALID_AT_T,JUDGE_DISAGREEMENT,VALID_AT_T,third_judge_majority
q_26393420@rerun_24h,q_26393420,Which trainer prepared the winning horse of the latest Queen Elizabeth II Challenge Cup Stakes?,rerun_24h,saeed bin suroor,temporal_align_qa,2023,VOLATILE,FAST,CURRENT_SEEKING,CURRENT,2,5654,2654,2,SUPERSEDED_AT_T,p_q_26393420_3|p_q_26393420_2,SUPERSEDED_AT_T,SUPERSEDED_AT_T,,SUPERSEDED_AT_T,SUPERSEDED_AT_T,pair_agreement
q_268237ac@rerun_24h,q_268237ac,Who was the jockey riding the winning horse in the latest Tenno Sho Autumn?,rerun_24h,christophe lemaire,temporal_align_qa,2023,VOLATILE,MEDIUM,CURRENT_SEEKING,CURRENT,2,5038,2000,1,JUDGE_DISAGREEMENT,q_268237ac|p_q_268237ac_1,VALID_AT_T,VALID_AT_T,,VALID_AT_T,VALID_AT_T,pair_agreement
q_27293a94@rerun_24h,q_27293a94,Who is the current President of Nigeria?,rerun_24h,bola tinubu,temporal_align_qa,2023,VOLATILE,SLOW,CURRENT_SEEKING,CURRENT,1,1805,1805,1,VALID_AT_T,p_q_27293a94_1,VALID_AT_T,VALID_AT_T,,VALID_AT_T,VALID_AT_T,pair_agreement
q_2761fdfe@rerun_24h,q_2761fdfe,"The story of Joseph featuring the coat of many colours, appears in which book of the Bible?",rerun_24h,genesis,triviaqa,,NOT_TIME_KEYED,TIMELESS,RECURRING_UNMARKED,CURRENT,2,5030,2000,1,JUDGE_DISAGREEMENT,p_q_2761fdfe_1,VALID_AT_T,VALID_AT_T,,VALID_AT_T,VALID_AT_T,pair_agreement
q_28911a13@rerun_24h,q_28911a13,Who is the current Australian of the Year?,rerun_24h,taryn brumfitt,temporal_align_qa,2023,VOLATILE,FAST,CURRENT_SEEKING,CURRENT,1,5000,2000,1,SUPERSEDED_AT_T,p_q_28911a13_1,SUPERSEDED_AT_T,SUPERSEDED_AT_T,,SUPERSEDED_AT_T,SUPERSEDED_AT_T,pair_agreement
q_28b0bd9f@rerun_24h,q_28b0bd9f,Which film won the Grand Prize at the most recent Baeksang Arts Award?,rerun_24h,decision to leave award winner,temporal_align_qa,2023,VOLATILE,FAST,CURRENT_SEEKING,CURRENT,1,648,648,1,JUDGE_DISAGREEMENT,p_q_28b0bd9f_3|p_q_28b0bd9f_0,VALID_AT_T,SUPERSEDED_AT_T,SUPERSEDED_AT_T,JUDGE_DISAGREEMENT,SUPERSEDED_AT_T,third_judge_majority
q_29032ea3@rerun_24h,q_29032ea3,"In which city would you find the following; Aventine, Caelian, Capitoline, Esquiline, Palatine, Quirinal and Viminal?",rerun_24h,rome,triviaqa,,NOT_TIME_KEYED,TIMELESS,RECURRING_UNMARKED,CURRENT,1,563,563,1,JUDGE_DISAGREEMENT,p_q_29032ea3_1,VALID_AT_T,SUPERSEDED_AT_T,VALID_AT_T,JUDGE_DISAGREEMENT,VALID_AT_T,third_judge_majority
q_292449b7@rerun_24h,q_292449b7,Who trained the winning horse of the most current Jeff Ruby Steaks?,rerun_24h,larry rivelli,temporal_align_qa,2023,VOLATILE,MEDIUM,CURRENT_SEEKING,CURRENT,1,678,678,1,INDETERMINATE_AT_T,p_q_292449b7_1,INDETERMINATE_AT_T,INDETERMINATE_AT_T,,INDETERMINATE_AT_T,INDETERMINATE_AT_T,pair_agreement
q_295700b1@rerun_24h,q_295700b1,Which horse won the most recent Vincent O'Brien National Stakes?,rerun_24h,henry longfellow,temporal_align_qa,2023,VOLATILE,FAST,CURRENT_SEEKING,CURRENT,1,606,606,1,INDETERMINATE_AT_T,p_q_295700b1_0,INDETERMINATE_AT_T,INDETERMINATE_AT_T,,INDETERMINATE_AT_T,INDETERMINATE_AT_T,pair_agreement
q_297334f5@rerun_24h,q_297334f5,Who was the replay official in the most recent Super Bowl?,rerun_24h,mark butterworth,temporal_align_qa,2023,VOLATILE,FAST,CURRENT_SEEKING,CURRENT,1,2989,2000,1,SUPERSEDED_AT_T,p_q_297334f5_3,SUPERSEDED_AT_T,SUPERSEDED_AT_T,,SUPERSEDED_AT_T,SUPERSEDED_AT_T,pair_agreement
q_29e53c6d@rerun_24h,q_29e53c6d,Who rode the winning horse in the latest edition of the Black-Eyed Susan Stakes?,rerun_24h,rafael bejarano,temporal_align_qa,2023,VOLATILE,MEDIUM,CURRENT_SEEKING,CURRENT,1,618,618,1,INDETERMINATE_AT_T,q_29e53c6d,INDETERMINATE_AT_T,SUPERSEDED_AT_T,INDETERMINATE_AT_T,JUDGE_DISAGREEMENT,INDETERMINATE_AT_T,third_judge_majority
q_29f9cc16@rerun_24h,q_29f9cc16,Who is the featured subject of the William Hill Sports Book of the Year winning title?,rerun_24h,lauren fleshman,temporal_align_qa,2023,VOLATILE,FAST,RECURRING_UNMARKED,CURRENT,1,3837,2000,1,SUPERSEDED_AT_T,p_q_29f9cc16_1,SUPERSEDED_AT_T,SUPERSEDED_AT_T,,SUPERSEDED_AT_T,SUPERSEDED_AT_T,pair_agreement
q_2a49e766@rerun_24h,q_2a49e766,Who currently holds the position of manager for Beijing Guoan F.C.?,rerun_24h,netherlands stanley menzo,temporal_align_qa,2023,VOLATILE,MEDIUM,CURRENT_SEEKING,CURRENT,2,5763,2802,2,JUDGE_DISAGREEMENT,p_q_2a49e766_3,SUPERSEDED_AT_T,SUPERSEDED_AT_T,,SUPERSEDED_AT_T,SUPERSEDED_AT_T,pair_agreement
q_2a87233c@rerun_24h,q_2a87233c,"Little Big Horn, the scene of Custer's last stand, is in which US state?",rerun_24h,montana,triviaqa,,NOT_TIME_KEYED,TIMELESS,RECURRING_UNMARKED,CURRENT,1,639,639,1,JUDGE_DISAGREEMENT,p_q_2a87233c_3,INDETERMINATE_AT_T,VALID_AT_T,VALID_AT_T,JUDGE_DISAGREEMENT,VALID_AT_T,third_judge_majority
q_2ac34d0d@rerun_24h,q_2ac34d0d,Which jockey rode the winning horse in the most recent February Stakes?,rerun_24h,ryusei sakai,temporal_align_qa,2023,VOLATILE,MEDIUM,CURRENT_SEEKING,CURRENT,3,10614,2802,2,JUDGE_DISAGREEMENT,p_q_2ac34d0d_1,SUPERSEDED_AT_T,SUPERSEDED_AT_T,,SUPERSEDED_AT_T,SUPERSEDED_AT_T,pair_agreement
q_2b247cc4@rerun_1h,q_2b247cc4,"Commissioned by Queen Victoria in memory of her husband, in which Royal park would you find the Albert Memorial?",rerun_1h,kensington gardens,triviaqa,,NOT_TIME_KEYED,TIMELESS,RECURRING_UNMARKED,CURRENT,1,5000,2000,1,VALID_AT_T,p_q_2b247cc4_0,VALID_AT_T,VALID_AT_T,,VALID_AT_T,VALID_AT_T,pair_agreement
q_2b37471e@rerun_24h,q_2b37471e,What was the outcome of Judson High School's final game?,rerun_24h,lost in area round to state quarterfinalist dripping springs 34-38,temporal_align_qa,2023,VOLATILE,FAST,HISTORICAL,AS_STATED,1,739,739,1,INDETERMINATE_AT_T,p_q_2b37471e_0,INDETERMINATE_AT_T,CONTRADICTED_AS_STATED,VALID_AT_T,JUDGE_DISAGREEMENT,NO_MAJORITY,three_way_split
q_2b61b711@rerun_24h,q_2b61b711,Which team was the runner-up in the last Lietuvos krepšinio lyga season?,rerun_24h,rytas,temporal_align_qa,2023,VOLATILE,SLOW,HISTORICAL,AS_STATED,1,5000,2000,1,JUDGE_DISAGREEMENT,p_q_2b61b711_2|p_q_2b61b711_1|p_q_2b61b711_3,VALID_AT_T,CONTRADICTED_AS_STATED,VALID_AT_T,JUDGE_DISAGREEMENT,VALID_AT_T,third_judge_majority
q_2ba29c4f@rerun_24h,q_2ba29c4f,Who was the US Attorney General to J F Kennedy?,rerun_24h,robert kennedy,triviaqa,,NOT_TIME_KEYED,TIMELESS,HISTORICAL,AS_STATED,1,2049,2000,1,JUDGE_DISAGREEMENT,p_q_2ba29c4f_0,INDETERMINATE_AT_T,CONTRADICTED_AS_STATED,VALID_AT_T,JUDGE_DISAGREEMENT,NO_MAJORITY,three_way_split
q_2bbc82e4@rerun_24h,q_2bbc82e4,Who is the most recent recipient of the Ebony Shoe Award?,rerun_24h,mike trésor,temporal_align_qa,2023,VOLATILE,FAST,CURRENT_SEEKING,CURRENT,1,2111,1999,1,SUPERSEDED_AT_T,p_q_2bbc82e4_2,SUPERSEDED_AT_T,SUPERSEDED_AT_T,,SUPERSEDED_AT_T,SUPERSEDED_AT_T,pair_agreement
q_2be2d65b@rerun_24h,q_2be2d65b,At which athletics meet was the newest Puerto Rican record in heptathlon set?,rerun_24h,new mexico collegiate classic,temporal_align_qa,2023,VOLATILE,SLOW,CURRENT_SEEKING,CURRENT,1,5000,2000,1,SUPERSEDED_AT_T,p_q_2be2d65b_2,SUPERSEDED_AT_T,INDETERMINATE_AT_T,VALID_AT_T,JUDGE_DISAGREEMENT,NO_MAJORITY,three_way_split
q_2c023058@rerun_24h,q_2c023058,How many fatalities were reported as a result of the Atlantic hurricane season?,rerun_24h,15,temporal_align_qa,2023,VOLATILE,FAST,HISTORICAL,AS_STATED,2,9758,2802,2,JUDGE_DISAGREEMENT,p_q_2c023058_3,CONTRADICTED_AS_STATED,CONTRADICTED_AS_STATED,,CONTRADICTED_AS_STATED,CONTRADICTED_AS_STATED,pair_agreement
q_2c3456d3@rerun_12h,q_2c3456d3,Who is the skip of Colin Hufman's curling team?,rerun_12h,john shuster,temporal_align_qa,2023,VOLATILE,SLOW,RECURRING_UNMARKED,CURRENT,2,2160,2000,1,SUPERSEDED_AT_T,p_q_2c3456d3_3,VALID_AT_T,SUPERSEDED_AT_T,VALID_AT_T,JUDGE_DISAGREEMENT,VALID_AT_T,third_judge_majority
q_2ca95d4e@rerun_1h,q_2ca95d4e,Who claimed the Points classification victory in the Vuelta a Burgos men's race?,rerun_1h,primož roglič,temporal_align_qa,2023,VOLATILE,FAST,RECURRING_UNMARKED,CURRENT,1,4745,1999,1,SUPERSEDED_AT_T,q_2ca95d4e,SUPERSEDED_AT_T,SUPERSEDED_AT_T,,SUPERSEDED_AT_T,SUPERSEDED_AT_T,pair_agreement
q_2ca95d4e@rerun_24h,q_2ca95d4e,Who claimed the Points classification victory in the Vuelta a Burgos men's race?,rerun_24h,primož roglič,temporal_align_qa,2023,VOLATILE,FAST,RECURRING_UNMARKED,CURRENT,1,4734,2000,1,SUPERSEDED_AT_T,p_q_2ca95d4e_3,SUPERSEDED_AT_T,SUPERSEDED_AT_T,,SUPERSEDED_AT_T,SUPERSEDED_AT_T,pair_agreement
q_2cbafc2e@rerun_24h,q_2cbafc2e,What is the English title of the latest film submitted by Iceland for the Academy Award for Best International Feature Film?,rerun_24h,godland,temporal_align_qa,2023,VOLATILE,FAST,CURRENT_SEEKING,CURRENT,1,2813,2000,1,JUDGE_DISAGREEMENT,p_q_2cbafc2e_1,VALID_AT_T,INDETERMINATE_AT_T,INDETERMINATE_AT_T,JUDGE_DISAGREEMENT,INDETERMINATE_AT_T,third_judge_majority
q_2d02fb45@rerun_24h,q_2d02fb45,The Tyrol is a region in which mountain range?,rerun_24h,alps,triviaqa,,NOT_TIME_KEYED,TIMELESS,RECURRING_UNMARKED,CURRENT,1,5000,2000,1,VALID_AT_T,p_q_2d02fb45_3|p_q_2d02fb45_2|p_q_2d02fb45_1,VALID_AT_T,UNPARSED,VALID_AT_T,JUDGE_DISAGREEMENT,VALID_AT_T,third_judge_majority
q_2d2c3ec0@rerun_24h,q_2d2c3ec0,"November 27, 1701 saw the birth of a Swedish astronomer, who proposed what temperature scale where in which water freezes at 0 degrees and boils at 100 degrees?",rerun_24h,celsius,triviaqa,,NOT_TIME_KEYED,TIMELESS,RECURRING_UNMARKED,CURRENT,2,5039,2000,1,JUDGE_DISAGREEMENT,p_q_2d2c3ec0_0,VALID_AT_T,SUPERSEDED_AT_T,VALID_AT_T,JUDGE_DISAGREEMENT,VALID_AT_T,third_judge_majority
q_2d3da894@rerun_24h,q_2d3da894,Who held the cleanup spot for the Miami Marlins in their latest opening day lineup?,rerun_24h,jazz chisholm jr. cf,temporal_align_qa,2023,VOLATILE,FAST,CURRENT_SEEKING,CURRENT,2,5492,2648,2,INDETERMINATE_AT_T,p_q_2d3da894_1,SUPERSEDED_AT_T,INDETERMINATE_AT_T,VALID_AT_T,JUDGE_DISAGREEMENT,NO_MAJORITY,three_way_split
q_2d8fe2cc@rerun_24h,q_2d8fe2cc,Who rode the winning horse in the most recent Prix Robert Papin?,rerun_24h,aurelien lemaitre,temporal_align_qa,2023,VOLATILE,MEDIUM,CURRENT_SEEKING,CURRENT,1,5000,2000,1,SUPERSEDED_AT_T,p_q_2d8fe2cc_3,SUPERSEDED_AT_T,SUPERSEDED_AT_T,,SUPERSEDED_AT_T,SUPERSEDED_AT_T,pair_agreement
q_2d965d45@rerun_24h,q_2d965d45,Who is the current president of the Richmond Football Club?,rerun_24h,brendon gale,temporal_align_qa,2023,VOLATILE,SLOW,CURRENT_SEEKING,CURRENT,1,1159,1159,1,SUPERSEDED_AT_T,q_2d965d45,SUPERSEDED_AT_T,SUPERSEDED_AT_T,,SUPERSEDED_AT_T,SUPERSEDED_AT_T,pair_agreement
q_2db8b371@rerun_24h,q_2db8b371,Which year saw the dissolution of the Soviet Union?,rerun_24h,1991,triviaqa,,NOT_TIME_KEYED,TIMELESS,RECURRING_UNMARKED,CURRENT,1,5000,2000,1,JUDGE_DISAGREEMENT,p_q_2db8b371_3,VALID_AT_T,SUPERSEDED_AT_T,VALID_AT_T,JUDGE_DISAGREEMENT,VALID_AT_T,third_judge_majority
