base_query_id,base_query,gold_answer,n_aliases,gold_source,original_gold_year,n_requests,volatility,years_annotated,n_years_annotated,latest_annotated_year,years_gap_to_corpus,n_distinct_answer_sets,stable_across_annotated_years,gold_equals_latest_annotated,gold_differs_from_some_annotated_year,answer_at_latest_year,freshqa_next_review,freshqa_fact_type,freshqa_false_premise,note
q_1ef14187,Which team took the victory at the most recent 12 Hours of Sebring race?,Whelen Engineering Racing,1,temporal_align_qa,2023,1,VOLATILE,"2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023",24,2023,3,16,0,1,1,whelen engineering racing,,,,16 distinct answer sets across 24 years
q_1fe5242d,Who was the jockey that rode the winning horse in the latest Hong Kong Sprint?,Zac Purton,1,temporal_align_qa,2023,1,VOLATILE,"2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023",24,2023,3,14,0,1,1,zac purton,,,,14 distinct answer sets across 24 years
q_1ff720ce,From which state is the senator who currently has the Candy Desk in the United States Senate?,Pennsylvania,2,temporal_align_qa,2023,1,VOLATILE,"2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023",24,2023,3,9,0,1,1,indiana | pennsylvania,,,,9 distinct answer sets across 24 years
q_20085526,Who is the National League Gold Glove Award winner for first base?,Christian Walker,1,temporal_align_qa,2023,1,VOLATILE,"2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023",24,2023,3,11,0,1,1,christian walker,,,,11 distinct answer sets across 24 years
q_2053c0d3,Who is the current Professional Referee of the Year in Belgian professional football?,Jonathan Lardot,1,temporal_align_qa,2023,1,VOLATILE,"2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023",24,2023,3,14,0,1,1,jonathan lardot,,,,14 distinct answer sets across 24 years
q_21078da3,Which pair is the runners-up in the Australian Open mixed doubles championship?,Sania Mirza Rohan Bopanna,1,temporal_align_qa,2023,1,VOLATILE,"2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023",24,2023,3,24,0,1,1,sania mirza rohan bopanna,,,,24 distinct answer sets across 24 years
q_21593fd1,"""The album """"Good Girl Gone Bad"""" was the number 1 selling album in the UK in 2009 with sales of 1.5 million. Who was the singer?""",RIHANNA,12,triviaqa,,2,NOT_TIME_KEYED,,0,,,,,,,,,,,TriviaQA carries no year-keyed annotation
q_226ccc1f,What is the latest release by Soulfly?,*Totem,1,temporal_align_qa,2023,1,VOLATILE,"2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023",24,2023,3,12,0,1,1,*totem,,,,12 distinct answer sets across 24 years
q_22adabe9,What was the model name of the Williams Grand Prix Engineering car that had USA Logan Sargeant and THA Alexander Albon as drivers?,FW45,1,temporal_align_qa,2023,1,VOLATILE,"2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023",24,2023,3,24,0,1,1,fw45,,,,24 distinct answer sets across 24 years
q_23194df6,Who is the President of the East Texas Yamboree for the current festival?,Abigail Elaine Stewart,1,temporal_align_qa,2023,1,VOLATILE,"2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023",24,2023,3,24,0,1,1,abigail elaine stewart,,,,24 distinct answer sets across 24 years
q_23265c46,El Capitan was free climbed is January 2015 - in which US National Park is it found?,YOSEMITE,12,triviaqa,,1,NOT_TIME_KEYED,,0,,,,,,,,,,,TriviaQA carries no year-keyed annotation
q_23baebab,What character was portrayed by the winner of the most recent Metro Manila Film Festival Award for Best Actress?,Eileen,4,temporal_align_qa,2023,1,VOLATILE,"2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023",24,2023,3,24,0,1,1,azon | eileen | maricar | mary,,,,24 distinct answer sets across 24 years
q_2520c5d9,Which duo won the gold medal in the European Beach Volleyball Championship most recently?,David Åhman Jonatan Hellvig,1,temporal_align_qa,2023,1,VOLATILE,"2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023",24,2023,3,14,0,1,1,david åhman jonatan hellvig,,,,14 distinct answer sets across 24 years
q_25725075,Which team is the current champion of the Liga Departamental de Áncash?,San Marcos,1,temporal_align_qa,2023,1,VOLATILE,"2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023",24,2023,3,12,0,1,1,san marcos,,,,12 distinct answer sets across 24 years
q_25a74024,Who is one of the current hosts of Vision Australia's Carols by Candlelight?,Sarah Abo and David Campbell,1,temporal_align_qa,2023,1,VOLATILE,"2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023",24,2023,3,8,0,1,1,sarah abo and david campbell,,,,8 distinct answer sets across 24 years
q_25f44bbf,Who is the current leader of the Union of Jewish Students?,Joel Rosen,1,temporal_align_qa,2023,1,VOLATILE,"2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023",24,2023,3,22,0,1,1,joel rosen,,,,22 distinct answer sets across 24 years
q_261a287e,Which team won the National League East division?,Atlanta Braves,1,temporal_align_qa,2023,1,VOLATILE,"2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023",24,2023,3,5,0,1,1,atlanta braves,,,,5 distinct answer sets across 24 years
q_26393420,Which trainer prepared the winning horse of the latest Queen Elizabeth II Challenge Cup Stakes?,Saeed bin Suroor,1,temporal_align_qa,2023,2,VOLATILE,"2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023",24,2023,3,19,0,1,1,saeed bin suroor,,,,19 distinct answer sets across 24 years
q_268237ac,Who was the jockey riding the winning horse in the latest Tenno Sho Autumn?,Christophe Lemaire,1,temporal_align_qa,2023,2,VOLATILE,"2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023",24,2023,3,17,0,1,1,christophe lemaire,,,,17 distinct answer sets across 24 years
q_27293a94,Who is the current President of Nigeria?,Bola Tinubu,2,temporal_align_qa,2023,1,VOLATILE,"2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023",24,2023,3,8,0,1,1,bola tinubu | muhammadu buhari,,,,8 distinct answer sets across 24 years
q_2761fdfe,"The story of Joseph featuring the coat of many colours, appears in which book of the Bible?",Genesis,10,triviaqa,,1,NOT_TIME_KEYED,,0,,,,,,,,,,,TriviaQA carries no year-keyed annotation
q_28911a13,Who is the current Australian of the Year?,Taryn Brumfitt,1,temporal_align_qa,2023,1,VOLATILE,"2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023",24,2023,3,24,0,1,1,taryn brumfitt,,,,24 distinct answer sets across 24 years
q_28b0bd9f,Which film won the Grand Prize at the most recent Baeksang Arts Award?,Decision to Leave Award winner,2,temporal_align_qa,2023,2,VOLATILE,"2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023",24,2023,3,24,0,1,1,decision to leave | decision to leave award winner,,,,24 distinct answer sets across 24 years
q_29032ea3,"In which city would you find the following; Aventine, Caelian, Capitoline, Esquiline, Palatine, Quirinal and Viminal?",Rome,12,triviaqa,,1,NOT_TIME_KEYED,,0,,,,,,,,,,,TriviaQA carries no year-keyed annotation
q_292449b7,Who trained the winning horse of the most current Jeff Ruby Steaks?,Larry Rivelli,1,temporal_align_qa,2023,1,VOLATILE,"2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023",24,2023,3,14,0,1,1,larry rivelli,,,,14 distinct answer sets across 24 years
q_295700b1,Which horse won the most recent Vincent O'Brien National Stakes?,Henry Longfellow,1,temporal_align_qa,2023,1,VOLATILE,"2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023",24,2023,3,24,0,1,1,henry longfellow,,,,24 distinct answer sets across 24 years
q_297334f5,Who was the replay official in the most recent Super Bowl?,Mark Butterworth,1,temporal_align_qa,2023,1,VOLATILE,"2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023",24,2023,3,21,0,1,1,mark butterworth,,,,21 distinct answer sets across 24 years
q_29e53c6d,Who rode the winning horse in the latest edition of the Black-Eyed Susan Stakes?,Rafael Bejarano,1,temporal_align_qa,2023,1,VOLATILE,"2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023",24,2023,3,17,0,1,1,rafael bejarano,,,,17 distinct answer sets across 24 years
q_29f9cc16,Who is the featured subject of the William Hill Sports Book of the Year winning title?,Lauren Fleshman,1,temporal_align_qa,2023,1,VOLATILE,"2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023",24,2023,3,23,0,1,1,lauren fleshman,,,,23 distinct answer sets across 24 years
q_2a49e766,Who currently holds the position of manager for Beijing Guoan F.C.?,Netherlands Stanley Menzo,1,temporal_align_qa,2023,1,VOLATILE,"2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023",24,2023,3,21,0,1,1,netherlands stanley menzo,,,,21 distinct answer sets across 24 years
q_2a87233c,"Little Big Horn, the scene of Custer's last stand, is in which US state?",Montana,12,triviaqa,,1,NOT_TIME_KEYED,,0,,,,,,,,,,,TriviaQA carries no year-keyed annotation
q_2ac34d0d,Which jockey rode the winning horse in the most recent February Stakes?,Ryusei Sakai,1,temporal_align_qa,2023,1,VOLATILE,"2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023",24,2023,3,14,0,1,1,ryusei sakai,,,,14 distinct answer sets across 24 years
q_2b247cc4,"Commissioned by Queen Victoria in memory of her husband, in which Royal park would you find the Albert Memorial?",Kensington Gardens,2,triviaqa,,1,NOT_TIME_KEYED,,0,,,,,,,,,,,TriviaQA carries no year-keyed annotation
q_2b37471e,What was the outcome of Judson High School's final game?,Lost in area round to state quarterfinalist Dripping Springs 34-38,1,temporal_align_qa,2023,1,VOLATILE,"2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023",24,2023,3,22,0,1,1,lost in area round to state quarterfinalist dripping springs 34-38,,,,22 distinct answer sets across 24 years
q_2b61b711,Which team was the runner-up in the last Lietuvos krepšinio lyga season?,Rytas,1,temporal_align_qa,2023,3,VOLATILE,"2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023",24,2023,3,9,0,1,1,rytas,,,,9 distinct answer sets across 24 years
q_2ba29c4f,Who was the US Attorney General to J F Kennedy?,Robert Kennedy,12,triviaqa,,1,NOT_TIME_KEYED,,0,,,,,,,,,,,TriviaQA carries no year-keyed annotation
q_2bbc82e4,Who is the most recent recipient of the Ebony Shoe Award?,Mike Trésor,1,temporal_align_qa,2023,1,VOLATILE,"2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023",24,2023,3,20,0,1,1,mike trésor,,,,20 distinct answer sets across 24 years
q_2be2d65b,At which athletics meet was the newest Puerto Rican record in heptathlon set?,New Mexico Collegiate Classic,3,temporal_align_qa,2023,1,VOLATILE,"2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023",24,2023,3,13,0,1,1,last chance national qualifier | ncaa division i championships | new mexico collegiate classic,,,,13 distinct answer sets across 24 years
q_2c023058,How many fatalities were reported as a result of the Atlantic hurricane season?,15,1,temporal_align_qa,2023,1,VOLATILE,"2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023",24,2023,3,24,0,1,1,15,,,,24 distinct answer sets across 24 years
q_2c3456d3,Who is the skip of Colin Hufman's curling team?,John Shuster,1,temporal_align_qa,2023,1,VOLATILE,"2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023",24,2023,3,15,0,1,1,john shuster,,,,15 distinct answer sets across 24 years
q_2ca95d4e,Who claimed the Points classification victory in the Vuelta a Burgos men's race?,Primož Roglič,1,temporal_align_qa,2023,2,VOLATILE,"2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023",24,2023,3,19,0,1,1,primož roglič,,,,19 distinct answer sets across 24 years
q_2cbafc2e,What is the English title of the latest film submitted by Iceland for the Academy Award for Best International Feature Film?,Godland,1,temporal_align_qa,2023,1,VOLATILE,"2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023",24,2023,3,24,0,1,1,godland,,,,24 distinct answer sets across 24 years
q_2d02fb45,The Tyrol is a region in which mountain range?,Alps,12,triviaqa,,3,NOT_TIME_KEYED,,0,,,,,,,,,,,TriviaQA carries no year-keyed annotation
q_2d2c3ec0,"November 27, 1701 saw the birth of a Swedish astronomer, who proposed what temperature scale where in which water freezes at 0 degrees and boils at 100 degrees?",Celsius,12,triviaqa,,1,NOT_TIME_KEYED,,0,,,,,,,,,,,TriviaQA carries no year-keyed annotation
q_2d3da894,Who held the cleanup spot for the Miami Marlins in their latest opening day lineup?,Jazz Chisholm Jr. CF,1,temporal_align_qa,2023,1,VOLATILE,"2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023",24,2023,3,19,0,1,1,jazz chisholm jr. cf,,,,19 distinct answer sets across 24 years
q_2d8fe2cc,Who rode the winning horse in the most recent Prix Robert Papin?,Aurelien Lemaitre,1,temporal_align_qa,2023,1,VOLATILE,"2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023",24,2023,3,17,0,1,1,aurelien lemaitre,,,,17 distinct answer sets across 24 years
q_2d965d45,Who is the current president of the Richmond Football Club?,Brendon Gale,1,temporal_align_qa,2023,1,VOLATILE,"2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023",24,2023,3,5,0,1,1,brendon gale,,,,5 distinct answer sets across 24 years
q_2db8b371,Which year saw the dissolution of the Soviet Union?,1991,3,triviaqa,,1,NOT_TIME_KEYED,,0,,,,,,,,,,,TriviaQA carries no year-keyed annotation
q_2dc6d84a,Horatio Nelson lost his arm in an abortive attack on which island?,TENERIFE,11,triviaqa,,1,NOT_TIME_KEYED,,0,,,,,,,,,,,TriviaQA carries no year-keyed annotation
q_2e0c6ace,Who is currently serving as the Secretary of the Pennsylvania Department of Health?,Denise Johnson,1,temporal_align_qa,2023,1,VOLATILE,"2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023",24,2023,3,14,0,1,1,denise johnson,,,,14 distinct answer sets across 24 years
q_2e845b85,From which league was the latest number-one draft pick of the Australian Football League recruited?,NAB League,1,temporal_align_qa,2023,1,VOLATILE,"2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023",24,2023,3,5,0,1,1,nab league,,,,5 distinct answer sets across 24 years
q_2efc3bf0,Who is the winner of the most recent NASCAR Xfinity Series at Homestead-Miami?,Sam Mayer,1,temporal_align_qa,2023,1,VOLATILE,"2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023",24,2023,3,21,0,1,1,sam mayer,,,,21 distinct answer sets across 24 years
q_2f36649c,For which film was the National Board of Review Award for Best Actress most recently given?,Killers of the Flower Moon,1,temporal_align_qa,2023,1,VOLATILE,"2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023",24,2023,3,24,0,1,1,killers of the flower moon,,,,24 distinct answer sets across 24 years
q_2f991c6e,Who is the most recent recipient of the European Association for Theoretical Computer Science EATCS Award?,Amos Fiat,1,temporal_align_qa,2023,1,VOLATILE,"2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023",24,2023,3,24,0,1,1,amos fiat,,,,24 distinct answer sets across 24 years
q_2fafc2f1,Who is the current head coach of Stade Malherbe Caen?,Stéphane Moulin,2,temporal_align_qa,2023,1,VOLATILE,"2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023",24,2023,3,16,0,1,1,jean-marc furlan | stéphane moulin,,,,16 distinct answer sets across 24 years
q_30501636,Who represented France most recently at the Eurovision Song Contest?,La Zarra,1,temporal_align_qa,2023,1,VOLATILE,"2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023",24,2023,3,24,0,1,1,la zarra,,,,24 distinct answer sets across 24 years
q_3055ab76,Which team won the Syrian Cup in the latest final?,Tishreen,1,temporal_align_qa,2023,2,VOLATILE,"2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023",24,2023,3,14,0,1,1,tishreen,,,,14 distinct answer sets across 24 years
q_30b7af38,What is the name of the trainer who trained the victory horse in the most recent Takamatsunomiya Kinen?,Masayuki Nishimura,1,temporal_align_qa,2023,1,VOLATILE,"2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023",24,2023,3,19,0,1,1,masayuki nishimura,,,,19 distinct answer sets across 24 years
q_30cbc023,"Herodotus, one of the earliest writers now to be called a historian, lived when?",5th century BCE,12,triviaqa,,1,NOT_TIME_KEYED,,0,,,,,,,,,,,TriviaQA carries no year-keyed annotation
q_311e11e2,Which horse won the most recent Thyestes Chase?,Carefully Selected,1,temporal_align_qa,2023,1,VOLATILE,"2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023",24,2023,3,22,0,1,1,carefully selected,,,,22 distinct answer sets across 24 years
q_3122ceda,"According to the Bible, what are three theological virtues?","Faith, Hope and Charity",7,triviaqa,,1,NOT_TIME_KEYED,,0,,,,,,,,,,,TriviaQA carries no year-keyed annotation
