unit_id,base_query_id,snapshot_round,base_query,n_requests,request_ids,gold,n_distinct_golds,gold_source,gold_year,n_distinct_urls,n_snapshots_available,snapshot_complete,any_snapshot
q_c241368e@rerun_1h,q_c241368e,rerun_1h,Who is the most recent winner of the New York City Marathon in the Women's open division?,1,q_c241368e,hellen obiri,1,temporal_align_qa,2023,1,1,1,1
q_c26c7630@rerun_24h,q_c26c7630,rerun_24h,Who trained the most recent winner of the Prix Robert Papin?,1,p_q_c26c7630_2,christopher head,1,temporal_align_qa,2023,2,2,1,1
q_c26ddee2@rerun_24h,q_c26ddee2,rerun_24h,What position does the most recent Michigan Wolverines baseball MLB player play?,1,p_q_c26ddee2_1,second baseman,1,temporal_align_qa,2023,1,1,1,1
q_c2bcbdff@rerun_24h,q_c2bcbdff,rerun_24h,Who won the most recent IndyCar race at Texas Motor Speedway?,1,p_q_c2bcbdff_2,josef newgarden,1,temporal_align_qa,2023,1,1,1,1
q_c3300be7@rerun_24h,q_c3300be7,rerun_24h,Who was appointed captain of Great Britain's Davis Cup team in 2006?,1,p_q_c3300be7_3,john lloyd,1,triviaqa,,1,1,1,1
q_c354442b@rerun_24h,q_c354442b,rerun_24h,Who currently holds the position of Minister of Foreign Affairs in Madagascar?,2,p_q_c354442b_1|p_q_c354442b_3,léon rakotonirina acting minister,1,temporal_align_qa,2023,1,1,1,1
q_c4cf23ca@rerun_24h,q_c4cf23ca,rerun_24h,What is the most populous city in Chile?,1,q_c4cf23ca,santiago,1,freshqa,before 2022,1,1,1,1
q_c51c0b2b@rerun_24h,q_c51c0b2b,rerun_24h,Who is the United States Representative for Arkansas's 4th congressional district?,1,p_q_c51c0b2b_0,bruce westerman,1,temporal_align_qa,2023,2,1,0,1
q_c51c7290@rerun_24h,q_c51c7290,rerun_24h,The upcoming Microsoft's Patch Tuesday will come out on what date in North America?,1,p_q_c51c7290_0,"oct 10, 2023",1,freshqa,2023,1,1,1,1
q_c52c10db@rerun_24h,q_c52c10db,rerun_24h,Which jockey rode the winning horse in the most recent Tenno Sho Spring?,1,p_q_c52c10db_1,christophe lemaire,1,temporal_align_qa,2023,2,2,1,1
q_c5946497@rerun_24h,q_c5946497,rerun_24h,"Who are the engineers that received the most recent Grammy Award for Best Engineered Album, Classical?",1,p_q_c5946497_1,"shawn murphy, charlie post & gary rydstrom ; michael rowanowski",1,temporal_align_qa,2023,1,1,1,1
q_c6088f4c@rerun_24h,q_c6088f4c,rerun_24h,Which football club won the Kategoria e Parë championship title?,1,p_q_c6088f4c_2,skënderbeu,1,temporal_align_qa,2023,1,1,1,1
q_c60b122d@rerun_24h,q_c60b122d,rerun_24h,From which hometown is the current Miss Illinois Teen USA?,1,p_q_c60b122d_1,chicago,1,temporal_align_qa,2023,2,2,1,1
q_c64ac1d8@rerun_24h,q_c64ac1d8,rerun_24h,What is the name of the top year-end best selling Tropical Album?,1,p_q_c64ac1d8_3,todavia me amas: lo mejor de aventura,1,temporal_align_qa,2023,2,2,1,1
q_c66aa371@rerun_24h,q_c66aa371,rerun_24h,Which car received a special award for the most advanced technology in Japan?,1,p_q_c66aa371_2,bmw ix nissan x-trail honda civic e:hev/type r nissan sakura/mitsubishi ek x ev,1,temporal_align_qa,2023,1,1,1,1
q_c685de49@rerun_24h,q_c685de49,rerun_24h,Which company is currently sponsoring AC Milan's shirts?,1,p_q_c685de49_3,the emirates group,1,temporal_align_qa,2023,2,2,1,1
q_c6b40080@rerun_24h,q_c6b40080,rerun_24h,Which bird of the pigeon family was found in huge numbers in North America until the 19th century but then went into decline due to hunting and became extinct in 1914?,2,q_c6b40080|p_q_c6b40080_1,passenger pigeon,1,triviaqa,,1,1,1,1
q_c76a7d5e@rerun_24h,q_c76a7d5e,rerun_24h,Which horse won the Royal Hunt Cup most recently?,1,p_q_c76a7d5e_3,jimi hendrix,1,temporal_align_qa,2023,1,1,1,1
q_c7b2bccd@rerun_24h,q_c7b2bccd,rerun_24h,Who was the personal architect of Hitler and Minister of Armaments and War Production in Nazi Germany during the Second World War?,1,p_q_c7b2bccd_3,albert speer,1,triviaqa,,1,1,1,1
q_c7e889d2@rerun_24h,q_c7e889d2,rerun_24h,"Which artist or group performed the Grammy Award-winning Best Arrangement, Instrumental or A Cappella?",1,p_q_c7e889d2_1,"magnus lindgren, john beasley & the swr big band ft. martin auer",1,temporal_align_qa,2023,1,1,1,1
q_c83007d1@rerun_24h,q_c83007d1,rerun_24h,Which 13th century English philosopher and scientist was known as 'Doctor Mirabilis'?,1,p_q_c83007d1_2,roger bacon,1,triviaqa,,1,1,1,1
q_c8436957@rerun_24h,q_c8436957,rerun_24h,In which ACB season did the most recent winner of the Most Valuable Player award play?,1,p_q_c8436957_2,2022–23,1,temporal_align_qa,2023,1,1,1,1
q_c8d65331@rerun_24h,q_c8d65331,rerun_24h,From which hometown is the current Miss Kentucky USA?,1,q_c8d65331,lexington,1,temporal_align_qa,2023,1,1,1,1
q_c914875b@rerun_24h,q_c914875b,rerun_24h,Which club finished third in the most recent season of the Belarusian Premier League?,1,p_q_c914875b_3,torpedo-belaz zhodino,1,temporal_align_qa,2023,1,1,1,1
q_c96939e7@rerun_24h,q_c96939e7,rerun_24h,"In the 'Harry Potter' books, 'Hogwarts school' has four houses, 'Gryffindor', 'Slytherin' and 'Ravenclaw' are three, what is the fourth?",1,p_q_c96939e7_1,'hufflepuff',1,triviaqa,,2,2,1,1
q_c973e5b1@rerun_24h,q_c973e5b1,rerun_24h,Who is the recipient of the most recent FWA Tribute Award?,1,p_q_c973e5b1_0,yaya touré,1,temporal_align_qa,2023,1,1,1,1
q_c988b01c@rerun_24h,q_c988b01c,rerun_24h,Which country hosted the latest World Junior Speed Skating Championships?,1,p_q_c988b01c_2,germany,1,temporal_align_qa,2023,2,2,1,1
q_c9965b56@rerun_24h,q_c9965b56,rerun_24h,"During the 1900s, Olivetti, Olympia, Underwood, Smith Corona, and Remington were famous makers of?",2,p_q_c9965b56_2|p_q_c9965b56_3,typewriters,1,triviaqa,,1,1,1,1
q_c997700b@rerun_24h,q_c997700b,rerun_24h,Who is the president of the White House Correspondents' Association?,1,q_c997700b,kelly o'donnell,1,temporal_align_qa,2023,2,2,1,1
q_caa2a1ae@rerun_24h,q_caa2a1ae,rerun_24h,"Hatha, Jnana, Bhakti and Karma are all branches of which activity?",1,q_caa2a1ae,yoga,1,triviaqa,,2,2,1,1
q_cad562c6@run_00,q_cad562c6,run_00,Which network broadcasts the NBA Finals?,1,q_cad562c6,espn deportes,1,temporal_align_qa,2023,2,2,1,1
q_caf45aad@rerun_24h,q_caf45aad,rerun_24h,How many Imperial gallons of beer are in a firkin?,1,p_q_caf45aad_2,nine,1,triviaqa,,1,1,1,1
q_cb349d3b@rerun_24h,q_cb349d3b,rerun_24h,In how many episodes does Chris Bauer appear in his most recent television role?,1,q_cb349d3b,main role,1,temporal_align_qa,2023,1,1,1,1
q_cb9cc202@rerun_24h,q_cb9cc202,rerun_24h,In what year was Alaska sold to the US?,1,p_q_cb9cc202_0,1867,1,triviaqa,,1,1,1,1
q_cc0d02ca@rerun_24h,q_cc0d02ca,rerun_24h,What is the current state of the heaviest Earth observing satellite and Kessler syndrome threat?,1,p_q_cc0d02ca_1,in service,1,temporal_align_qa,2023,2,2,1,1
q_cc86e7a2@rerun_1h,q_cc86e7a2,rerun_1h,"Who directed the latest theater production of ""Piège pour un homme seul""?",1,q_cc86e7a2,michel fau,1,temporal_align_qa,2023,1,1,1,1
q_ccd63b11@rerun_24h,q_ccd63b11,rerun_24h,Who is the recent winner of the Miles Franklin Award?,1,p_q_ccd63b11_3,shankari chandran,1,temporal_align_qa,2023,1,1,1,1
q_cd2a5fda@rerun_24h,q_cd2a5fda,rerun_24h,How many years did it take for the population of the world to reach 8 billion from 7 billion?,1,p_q_cd2a5fda_2,11 years,1,freshqa,2022,2,2,1,1
q_cd6b4ea7@rerun_24h,q_cd6b4ea7,rerun_24h,"""In 1985 the Greenpeace protest ship """"Rainbow Warrior"""" was bombed and sunk by French agents in which harbour?""",1,p_q_cd6b4ea7_1,"auckland, new zealand",1,triviaqa,,1,1,1,1
q_ce3247b9@rerun_24h,q_ce3247b9,rerun_24h,What is the name of the most recent horse to win the Gran Premio Carlos Pellegrini?,1,p_q_ce3247b9_3,argentina el encinal,1,temporal_align_qa,2023,1,1,1,1
q_cf26826b@rerun_24h,q_cf26826b,rerun_24h,Which team won the most recent NCAA Women's Division I Swimming and Diving Championship?,1,p_q_cf26826b_2,virginia,1,temporal_align_qa,2023,1,1,1,1
q_cf72c65f@rerun_24h,q_cf72c65f,rerun_24h,Who won the latest NBA championship?,1,p_q_cf72c65f_3,denver nuggets,1,freshqa,2023,1,1,1,1
q_cfb65856@rerun_24h,q_cfb65856,rerun_24h,What model of motorcycle did the winning manufacturer of the Superbike World Championship use?,1,p_q_cfb65856_2,panigale v4 r,1,temporal_align_qa,2023,1,1,1,1
q_cfdd4441@rerun_24h,q_cfdd4441,rerun_24h,Which school has the most recent Pop-Tarts Bowl MVP hailed from?,2,p_q_cfdd4441_0|p_q_cfdd4441_2,kansas state,1,temporal_align_qa,2023,1,1,1,1
q_cff65f30@rerun_24h,q_cff65f30,rerun_24h,The babirusa is a wild variety of which domesticated animal?,1,p_q_cff65f30_2,pig,1,triviaqa,,2,2,1,1
q_d02a1da9@rerun_24h,q_d02a1da9,rerun_24h,Who did California cast its electoral votes for in the recent presidential election?,1,p_q_d02a1da9_0,biden/ harris y,1,temporal_align_qa,2023,2,2,1,1
q_d0506c00@rerun_24h,q_d0506c00,rerun_24h,Where was the most recent Bridges conference held?,1,p_q_d0506c00_0,"dalhousie university, halifax, nova scotia, canada",1,temporal_align_qa,2023,2,2,1,1
q_d093f991@rerun_24h,q_d093f991,rerun_24h,Which owner's horse won the Breeders' Cup Filly & Mare Turf?,1,p_q_d093f991_3,cheveley park stud,1,temporal_align_qa,2023,1,1,1,1
q_d0a493c9@rerun_24h,q_d0a493c9,rerun_24h,Who is the current head coach of KK MZT Skopje?,1,p_q_d0a493c9_1,aleksandar petrović dragan nikolić vasko atanasov,1,temporal_align_qa,2023,2,2,1,1
q_d0a5e0b6@rerun_24h,q_d0a5e0b6,rerun_24h,Who is the current provincial representative for Keewatinook?,1,p_q_d0a5e0b6_2,ian bushie,1,temporal_align_qa,2023,2,2,1,1
q_d1fc1f80@rerun_24h,q_d1fc1f80,rerun_24h,Where is the hometown of the current Miss Hawaii?,1,p_q_d1fc1f80_0,honolulu,1,temporal_align_qa,2023,2,2,1,1
q_d23799e5@rerun_24h,q_d23799e5,rerun_24h,What was the last number one by The Jam,1,p_q_d23799e5_0,beat surrender,1,triviaqa,,2,2,1,1
q_d23ca3b3@rerun_24h,q_d23ca3b3,rerun_24h,What is the current overall record of Tiger Park's team?,1,p_q_d23ca3b3_1,27-9,1,temporal_align_qa,2023,1,1,1,1
q_d26e3359@rerun_24h,q_d26e3359,rerun_24h,What is the name of the trainer who trained the Bahrain Trophy's winning horse most recently?,1,p_q_d26e3359_0,charlie appleby,1,temporal_align_qa,2023,2,2,1,1
q_d3e5ec72@rerun_24h,q_d3e5ec72,rerun_24h,In which city was the most recent Texas State Open played?,1,p_q_d3e5ec72_3,tyler,1,temporal_align_qa,2023,2,2,1,1
q_d4f726dc@rerun_24h,q_d4f726dc,rerun_24h,Which pair won the L'Open 35 de Saint-Malo doubles final most recently?,1,p_q_d4f726dc_3,greet minnen bibiane schoofs,1,temporal_align_qa,2023,2,2,1,1
q_d529bed8@rerun_24h,q_d529bed8,rerun_24h,Who is the current Speaker of the Saeima?,1,p_q_d529bed8_1,edvards smiltēns,1,temporal_align_qa,2023,1,1,1,1
q_d6104cc3@rerun_24h,q_d6104cc3,rerun_24h,Samantha Murray won GB's final medal of the 2012 Olympics in which sport?,1,p_q_d6104cc3_1,(women's) modern pentathlon,1,triviaqa,,2,1,0,1
q_d62648af@rerun_24h,q_d62648af,rerun_24h,What is the source or reference for the circumstances surrounding the most recent death of a journalist in Bangladesh?,2,p_q_d62648af_0|p_q_d62648af_1,ifj,1,temporal_align_qa,2023,1,1,1,1
q_d63bf68a@rerun_24h,q_d63bf68a,rerun_24h,What is kitchen tin foil made from?,1,p_q_d63bf68a_0,aluminium,1,triviaqa,,1,1,1,1
q_d665e7a3@rerun_24h,q_d665e7a3,rerun_24h,Who was the jockey riding the winning horse in the most recent Mile Championship?,1,p_q_d665e7a3_2,kota fujioka,1,temporal_align_qa,2023,2,2,1,1
q_d78d0eec@rerun_24h,q_d78d0eec,rerun_24h,Who is the serving U.S. Representative for Virginia's 1st congressional district?,1,p_q_d78d0eec_3,rob wittman,1,temporal_align_qa,2023,1,1,1,1
q_d8b1d102@rerun_24h,q_d8b1d102,rerun_24h,What is another name for a wildebeest?,1,p_q_d8b1d102_2,gnu,1,triviaqa,,2,2,1,1
q_d9d96160@rerun_24h,q_d9d96160,rerun_24h,Who delivered The MacTaggart Lecture at the Edinburgh International Television Festival most recently?,1,p_q_d9d96160_3,louis theroux,1,temporal_align_qa,2023,2,2,1,1
q_da1c81d6@rerun_24h,q_da1c81d6,rerun_24h,"Who was Archbishop of Canterbury during the reigns of Henry VIII and Edward VI, was then imprisoned for over two years and burnt at the stake for heresy?",1,p_q_da1c81d6_0,thomas cranmer,1,triviaqa,,1,1,1,1
q_dafccfb8@rerun_24h,q_dafccfb8,rerun_24h,Who is serving as the current president of the New Democratic Party?,1,q_dafccfb8,mary shortall,1,temporal_align_qa,2023,1,1,1,1
q_db354b10@rerun_1h,q_db354b10,rerun_1h,Which four-letter word means ‘the prong of a fork’?,1,q_db354b10,tine,1,triviaqa,,2,2,1,1
q_dbb1cb5d@rerun_24h,q_dbb1cb5d,rerun_24h,Who is the leading goalkicker for Fremantle Football Club?,1,q_dbb1cb5d,jye amiss,1,temporal_align_qa,2023,2,2,1,1
q_dbf0307d@rerun_24h,q_dbf0307d,rerun_24h,A 'Chorkie' is a dog hybrid obtained by crossing a Yorkshire Terrier with which other breed?,1,p_q_dbf0307d_2,chihuahua,1,triviaqa,,2,2,1,1
q_dcc6b248@rerun_24h,q_dcc6b248,rerun_24h,Who is the latest WNBA player to win the Rookie of the Year Award?,1,q_dcc6b248,aliyah boston,1,temporal_align_qa,2023,1,1,1,1
q_dcf1f4d4@rerun_24h,q_dcf1f4d4,rerun_24h,The Briish Airways subsidiary BA Connect was sold to which other airline?,1,p_q_dcf1f4d4_0,flybe.,1,triviaqa,,1,1,1,1
q_dd7cbef3@rerun_24h,q_dd7cbef3,rerun_24h,"In what month and year was the price of Bitcoin last above $40,000?",1,p_q_dd7cbef3_0,april 2022,1,freshqa,2022,2,2,1,1
q_dd9fd589@rerun_24h,q_dd9fd589,rerun_24h,How many tornadoes were classified as F3/EF3?,1,p_q_dd9fd589_2,"≥ 2,701",1,temporal_align_qa,2023,2,2,1,1
q_ddf45443@rerun_24h,q_ddf45443,rerun_24h,Which North Sea port lies at the mouth of the Riyer Esk?,2,p_q_ddf45443_2|p_q_ddf45443_3,whitby,1,triviaqa,,2,2,1,1
q_df05880a@rerun_24h,q_df05880a,rerun_24h,Which team won the third-place match in the most recent Bulgarian Basketball Cup?,1,p_q_df05880a_1,chernomorets and balkan botevgrad,1,temporal_align_qa,2023,1,1,1,1
q_df1576bb@rerun_24h,q_df1576bb,rerun_24h,Which former Big Brother contestant who was famous for quotes such as what is the opposite of opposite? and do fish get thirsty? and later went on to present Braniac: Science Abuse on Sky television?,1,p_q_df1576bb_1,jon tickle,1,triviaqa,,2,2,1,1
q_df76af12@rerun_24h,q_df76af12,rerun_24h,Two shipping forecast areas touch the coast of Denmark: German Bight and which other?,2,p_q_df76af12_1|p_q_df76af12_0,fisher,1,triviaqa,,1,1,1,1
q_dfefb294@rerun_24h,q_dfefb294,rerun_24h,Which team's driver won the latest Macau Grand Prix?,1,p_q_dfefb294_2,hitech pulse-eight,1,temporal_align_qa,2023,1,1,1,1
q_e192f364@rerun_24h,q_e192f364,rerun_24h,"Who is the individual known for cosplay, especially of the Joker character, that was incarcerated at the United States Penitentiary, Atlanta?",1,p_q_e192f364_1,"alan li, md",1,temporal_align_qa,2023,2,2,1,1
q_e2133b50@rerun_24h,q_e2133b50,rerun_24h,Which Argentinean became conductor of the New York Philharmonic in 1970?,1,p_q_e2133b50_0,daniel barenboim,1,triviaqa,,1,1,1,1
q_e2e6d6d8@rerun_24h,q_e2e6d6d8,rerun_24h,"Which Russian city reverted to its former name, Nizhniy Novgorod, in 1990?",1,p_q_e2e6d6d8_3,gorky,1,triviaqa,,1,1,1,1
q_e2f9f525@rerun_24h,q_e2f9f525,rerun_24h,Who is currently representing the 3rd congressional district of Nebraska in the U.S. House of Representatives?,1,q_e2f9f525,adrian smith,1,temporal_align_qa,2023,2,2,1,1
q_e32d9c63@rerun_24h,q_e32d9c63,rerun_24h,What is the name of the US river which flows between St. Paul and Minneapolis?,1,p_q_e32d9c63_3,mississippi,1,triviaqa,,1,1,1,1
q_e3c14282@rerun_12h,q_e3c14282,rerun_12h,Which tendon joins the calf muscle to the heel bone,1,q_e3c14282,achilles,1,triviaqa,,1,1,1,1
q_e3c14282@rerun_24h,q_e3c14282,rerun_24h,Which tendon joins the calf muscle to the heel bone,1,p_q_e3c14282_1,achilles,1,triviaqa,,1,1,1,1
q_e4b76a30@rerun_24h,q_e4b76a30,rerun_24h,Who is recognized as the year-by-year playoff free throw scoring leader in the National Basketball Association?,1,q_e4b76a30,jimmy butler^000mia,1,temporal_align_qa,2023,1,1,1,1
q_e4dd7c4d@rerun_24h,q_e4dd7c4d,rerun_24h,What team secured the British Basketball League Trophy?,1,p_q_e4dd7c4d_0,caledonia gladiators,1,temporal_align_qa,2023,2,2,1,1
q_e52c4939@rerun_24h,q_e52c4939,rerun_24h,Which horse won the Los Alamitos Futurity most recently?,2,p_q_e52c4939_0|p_q_e52c4939_1,wynstock,1,temporal_align_qa,2023,1,1,1,1
q_e5616ef7@rerun_24h,q_e5616ef7,rerun_24h,Which club is currently associated with one of the AFL players from South Australia?,1,p_q_e5616ef7_3,west coast,1,temporal_align_qa,2023,1,1,1,1
q_e5cbddda@rerun_24h,q_e5cbddda,rerun_24h,Which horse won the Risen Star Stakes most recently?,1,p_q_e5cbddda_1,angel of empire,1,temporal_align_qa,2023,3,3,1,1
q_e5fcdad4@rerun_24h,q_e5fcdad4,rerun_24h,Who is the current kit manufacturer for Dundee United F.C.?,1,p_q_e5fcdad4_1,macron,1,temporal_align_qa,2023,2,2,1,1
q_e5feb4c8@rerun_24h,q_e5feb4c8,rerun_24h,You get nothing for a pair was a Bruce Forsyth catchphrase in which programme,1,p_q_e5feb4c8_0,play your cards right,1,triviaqa,,2,2,1,1
q_e619abe5@rerun_24h,q_e619abe5,rerun_24h,Which famous soccer player of Brazil passed away recently?,1,p_q_e619abe5_1,pelé,1,freshqa,2022,4,4,1,1
q_e63f6e9e@rerun_24h,q_e63f6e9e,rerun_24h,Which football club won the KNVB Women's Cup most recently?,1,p_q_e63f6e9e_3,fc twente,1,temporal_align_qa,2023,1,1,1,1
q_e6bc0a36@rerun_24h,q_e6bc0a36,rerun_24h,What is the title of the most recent Christina Stead Prize for Fiction winning book?,1,p_q_e6bc0a36_3,women i know,1,temporal_align_qa,2023,2,2,1,1
q_e7073d58@rerun_24h,q_e7073d58,rerun_24h,How many countries have recognized same-sex marriage?,1,p_q_e7073d58_2,34 countries,1,freshqa,2022,2,2,1,1
q_e78970aa@rerun_24h,q_e78970aa,rerun_24h,Who is the latest recipient of the Jack Oatey Medal?,1,p_q_e78970aa_1,lachlan hosie,1,temporal_align_qa,2023,1,1,1,1
q_e7deca78@rerun_1h,q_e7deca78,rerun_1h,"""When Johnny Weissmuller left a championship career in sport to star in """"Tarzan"""" films, what sport did he leave?""",1,q_e7deca78,swimming,1,triviaqa,,1,1,1,1
q_e811a942@rerun_24h,q_e811a942,rerun_24h,Who is the current kit manufacturer of St Helens R.F.C.?,1,p_q_e811a942_0,o'neills,1,temporal_align_qa,2023,1,1,1,1
q_e9470503@rerun_24h,q_e9470503,rerun_24h,Who is the current skip of the men's champion team in the CurlON Championships?,1,p_q_e9470503_0,bryan cochrane,1,temporal_align_qa,2023,2,2,1,1
q_e9a277e7@rerun_24h,q_e9a277e7,rerun_24h,Which hometown is the current Miss New Mexico from?,1,p_q_e9a277e7_0,las cruces,1,temporal_align_qa,2023,1,1,1,1
q_e9fd2fb4@rerun_24h,q_e9fd2fb4,rerun_24h,"""""""The Blockheads"""" released a new album in 2009 after nine years' silence. Who used to be their frontman?""",1,p_q_e9fd2fb4_0,ian drury,1,triviaqa,,2,2,1,1
q_ea668263@rerun_24h,q_ea668263,rerun_24h,Who is the translator that won the Oxford-Weidenfeld Translation Prize most recently?,1,p_q_ea668263_1,monica cure,1,temporal_align_qa,2023,1,1,1,1
q_ea6dfe5b@rerun_24h,q_ea6dfe5b,rerun_24h,Who won the National Board of Review Award for Best Actor most recently?,1,p_q_ea6dfe5b_0,paul giamatti,1,temporal_align_qa,2023,1,1,1,1
q_eb3db942@rerun_24h,q_eb3db942,rerun_24h,Which company developed Overwatch?,1,q_eb3db942,blizzard entertainment,1,freshqa,before 2022,1,1,1,1
q_eb7ff4b6@rerun_24h,q_eb7ff4b6,rerun_24h,Which team was the runner-up in the latest NCAA Men's Water Polo Championship?,1,p_q_eb7ff4b6_1,ucla,1,temporal_align_qa,2023,1,1,1,1
q_ebb15c73@rerun_24h,q_ebb15c73,rerun_24h,What geometry type has a WKB integer code that includes M dimensions?,1,p_q_ebb15c73_3,spiralcurve,1,temporal_align_qa,2023,2,2,1,1
q_ebb666ba@rerun_24h,q_ebb666ba,rerun_24h,Who is the current Gatorade Player of the Year in volleyball?,2,p_q_ebb666ba_1|p_q_ebb666ba_3,harper murray,1,temporal_align_qa,2023,2,2,1,1
q_ec0efdba@rerun_24h,q_ec0efdba,rerun_24h,What character does Lyriq Bent portray on television?,1,p_q_ec0efdba_2,pastor mike butler,1,temporal_align_qa,2023,1,1,1,1
q_ec7fa565@rerun_24h,q_ec7fa565,rerun_24h,Logophobia is the abnormal fear of what?,1,p_q_ec7fa565_2,words,1,triviaqa,,2,2,1,1
q_ecea34ae@rerun_24h,q_ecea34ae,rerun_24h,Which team was the runner-up in the latest North Kerry Senior Football Championship final?,2,p_q_ecea34ae_3|p_q_ecea34ae_0,st. senan's,1,temporal_align_qa,2023,1,1,1,1
q_ed789c0a@rerun_24h,q_ed789c0a,rerun_24h,Who is the latest winner of the Spanish Grand Prix?,1,p_q_ed789c0a_0,max verstappen,1,temporal_align_qa,2023,1,1,1,1
q_eead7ef7@rerun_24h,q_eead7ef7,rerun_24h,Who is the trainer of the Racking Horse that claimed the World Grand Champion title at the last Racking Horse World Celebration?,1,p_q_eead7ef7_1,chris zahnd,1,temporal_align_qa,2023,1,1,1,1
q_eed8ece1@rerun_24h,q_eed8ece1,rerun_24h,Where was the most recent UK Championship final played?,1,p_q_eed8ece1_3,"barbican centre, york",1,temporal_align_qa,2023,2,2,1,1
q_ef0e26fc@rerun_24h,q_ef0e26fc,rerun_24h,Who was the jockey riding the winning horse in the most recent Prix de l'Abbaye de Longchamp?,1,p_q_ef0e26fc_1,jason hart,1,temporal_align_qa,2023,1,1,1,1
q_efbe3181@rerun_24h,q_efbe3181,rerun_24h,Who is the current chair of the Democratic Governors Association?,1,p_q_efbe3181_2,phil murphy,1,temporal_align_qa,2023,1,1,1,1
q_efe174f0@rerun_24h,q_efe174f0,rerun_24h,What is the cabinet number currently in office in Turkey?,1,q_efe174f0,66,1,temporal_align_qa,2023,2,2,1,1
q_f0345793@rerun_24h,q_f0345793,rerun_24h,What television series is Leo Martinez recently in with a recurring role?,1,q_f0345793,senior high,1,temporal_align_qa,2023,1,1,1,1
q_f070a7a3@rerun_24h,q_f070a7a3,rerun_24h,Who is the first studio analyst on the NFL Today show?,1,p_q_f070a7a3_3,phil simms,1,temporal_align_qa,2023,2,2,1,1
q_f09060c5@rerun_24h,q_f09060c5,rerun_24h,When is the next U.S. federal holiday?,1,q_f09060c5,columbus day,1,freshqa,2023,2,2,1,1
q_f0b3ece2@rerun_24h,q_f0b3ece2,rerun_24h,Which team was the runner-up in the latest WSE Cup Finals?,2,p_q_f0b3ece2_2|p_q_f0b3ece2_0,hc braga,1,temporal_align_qa,2023,2,2,1,1
q_f0b7eef3@rerun_24h,q_f0b7eef3,rerun_24h,Who is the most recent recipient of the Nancy Lieberman Award?,1,p_q_f0b7eef3_2,caitlin clark,1,temporal_align_qa,2023,1,1,1,1
q_f1176491@rerun_24h,q_f1176491,rerun_24h,Who is the current member of the Legislative Assembly for Subang Jaya constituency?,1,p_q_f1176491_2,michelle ng mei sze,1,temporal_align_qa,2023,1,1,1,1
q_f1839167@rerun_24h,q_f1839167,rerun_24h,Who wrote 'She' and 'King Solomon's Mines'?,1,p_q_f1839167_1,h rider haggard,1,triviaqa,,1,1,1,1
q_f1b1aa68@rerun_24h,q_f1b1aa68,rerun_24h,Which common wildflowers belong to the Galanthus family?,1,p_q_f1b1aa68_1,snowdrop,1,triviaqa,,2,2,1,1
q_f1c6af26@rerun_24h,q_f1c6af26,rerun_24h,What is the name of the tallest building in Bangalore?,1,p_q_f1c6af26_3,cntc presidential tower,1,temporal_align_qa,2023,2,2,1,1
q_f1d321db@rerun_12h,q_f1d321db,rerun_12h,Which player is batting third for the Miami Marlins in their most recent opening day game?,1,q_f1d321db,garrett cooper 1b,1,temporal_align_qa,2023,2,2,1,1
q_f3175126@rerun_24h,q_f3175126,rerun_24h,Who is the current shirt sponsor of Derby County F.C.?,1,q_f3175126,nspcc,1,temporal_align_qa,2023,1,1,1,1
q_f331a4d9@rerun_24h,q_f331a4d9,rerun_24h,Which area does California's 12th congressional district currently cover?,1,p_q_f331a4d9_1,2023–present 300px northwestern portion of alameda county,1,temporal_align_qa,2023,1,1,1,1
q_f3e7fb13@rerun_24h,q_f3e7fb13,rerun_24h,"Hazel, filbert, and kola are all types of what?",1,p_q_f3e7fb13_1,nuts,1,triviaqa,,1,1,1,1
q_f46d91c5@rerun_24h,q_f46d91c5,rerun_24h,Who is the most recent recipient of the Betty Roland Prize for Script Writing in the New South Wales Premier's Literary Awards?,1,p_q_f46d91c5_1,del kathryn barton and huna amweero,1,temporal_align_qa,2023,1,1,1,1
q_f49c2f47@rerun_24h,q_f49c2f47,rerun_24h,What is the name of the Adidas ball currently used in the UEFA Champions League final?,1,p_q_f49c2f47_3,adidas finale 22,1,temporal_align_qa,2023,1,1,1,1
q_f5380c95@rerun_24h,q_f5380c95,rerun_24h,What launch vehicle will be used for the upcoming Intelsat satellite launches?,1,p_q_f5380c95_0,falcon 9 block 5,1,temporal_align_qa,2023,2,2,1,1
q_f54d3aa2@rerun_24h,q_f54d3aa2,rerun_24h,Who is the current head coach of Galatasaray S.K. men's basketball team?,1,p_q_f54d3aa2_1,greece andreas pistiolis,1,temporal_align_qa,2023,2,2,1,1
q_f61856a1@rerun_24h,q_f61856a1,rerun_24h,What division is FSV Zwickau currently playing in?,1,p_q_f61856a1_0,3. liga,1,temporal_align_qa,2023,1,1,1,1
q_f618e806@rerun_24h,q_f618e806,rerun_24h,In which US city is the National Air and Space Museum?,2,p_q_f618e806_2|p_q_f618e806_0,washington,1,triviaqa,,1,1,1,1
q_f63307b3@rerun_24h,q_f63307b3,rerun_24h,Who invented the ferris wheel?,1,p_q_f63307b3_3,george washington ferris,1,triviaqa,,1,1,1,1
q_f6645f8f@rerun_24h,q_f6645f8f,rerun_24h,Who won the gold medal in the women's category of the latest Finnish Junior Figure Skating Championship?,1,p_q_f6645f8f_0,iida karhunen,1,temporal_align_qa,2023,1,1,1,1
