query_id,audits,audit_rows,is_paraphrase,base_query_id,base_query,paraphrase_text,incoming_query,gold,gold_answer_c2,gold_matches_c2,n_aliases,gold_source,gold_year,gold_note,provenance_note,freshness_class,t,snapshot_round,n_url_slots,n_distinct_urls,n_snapshots_available,snapshot_complete
p_q_9d61a241_0,mixed_age_400|heldout_400,2,1,q_9d61a241,Which trainer trained the winning horse in the King George V Stakes?,What type of trainer steered the King George V Stakes champion?,What type of trainer steered the King George V Stakes champion?,William Haggas,William Haggas,1,1,temporal_align_qa,2023,propagated from verified-faithful paraphrase,propagated from verified-faithful paraphrase,FAST,533363.0869790721,rerun_24h,2,2,2,1
p_q_bc9026c6_1,mixed_age_400,1,1,q_bc9026c6,Who is the recipient of the WTA Most Improved Player award?,Who holds the title of WTA Most Improved Player?,Who holds the title of WTA Most Improved Player?,Zheng Qinwen,Zheng Qinwen,1,1,temporal_align_qa,2023,propagated from verified-faithful paraphrase,propagated from verified-faithful paraphrase,FAST,402271.51791067,rerun_24h,1,1,1,1
p_q_c60b122d_1,mixed_age_400,1,1,q_c60b122d,From which hometown is the current Miss Illinois Teen USA?,Do you know the name of Miss Illinois Teen USA's native city?,Do you know the name of Miss Illinois Teen USA's native city?,Chicago,Chicago,1,1,temporal_align_qa,2023,propagated from verified-faithful paraphrase,propagated from verified-faithful paraphrase,FAST,107443.322059336,rerun_24h,2,2,2,1
p_q_c51c7290_0,mixed_age_400,1,1,q_c51c7290,The upcoming Microsoft's Patch Tuesday will come out on what date in North America?,"In North America, when will Microsoft start on Patch Tuesday?","In North America, when will Microsoft start on Patch Tuesday?","Oct 10, 2023","Oct 10, 2023",1,10,freshqa,2023,propagated from verified-faithful paraphrase,propagated from verified-faithful paraphrase,FAST,209540.37783727056,rerun_24h,1,1,1,1
p_q_9e4f27be_0,mixed_age_400,1,1,q_9e4f27be,Who is the winner of the National Book Award for Young People's Literature?,Which author has won Best Book in the National Award for Young People's Literature?,Which author has won Best Book in the National Award for Young People's Literature?,Dan Santat,Dan Santat,1,1,temporal_align_qa,2023,propagated from verified-faithful paraphrase,propagated from verified-faithful paraphrase,FAST,426928.2884601506,rerun_24h,1,1,1,1
p_q_94cb7c4a_1,mixed_age_400,1,1,q_94cb7c4a,Where was the USA Gymnastics National Championships held last?,Which country hosted the last USA Gymnastics National Championships?,Which country hosted the last USA Gymnastics National Championships?,"San Jose, California","San Jose, California",1,1,temporal_align_qa,2023,propagated from verified-faithful paraphrase,propagated from verified-faithful paraphrase,FAST,327969.86130638426,rerun_24h,1,1,1,1
p_q_091915f0_0,mixed_age_400,1,1,q_091915f0,Which horse won the Persian War Novices' Hurdle recently?,What is the particular horse that won the recent Persian War Novices' Hurdle?,What is the particular horse that won the recent Persian War Novices' Hurdle?,Captain Teague,Captain Teague,1,1,temporal_align_qa,2023,propagated from verified-faithful paraphrase,propagated from verified-faithful paraphrase,FAST,444830.8647842788,rerun_24h,1,1,1,1
p_q_f7446447_1,mixed_age_400,1,1,q_f7446447,Who is the most recent recipient of the RSA Award for Excellence in Mathematics?,Which individual has recently been awarded the RSA Award for Excellence in Mathematics?,Which individual has recently been awarded the RSA Award for Excellence in Mathematics?,Paul Carl Kocher,Paul Carl Kocher,1,1,temporal_align_qa,2023,propagated from verified-faithful paraphrase,propagated from verified-faithful paraphrase,FAST,469490.6440789141,rerun_24h,1,1,1,1
p_q_f46d91c5_1,mixed_age_400,1,1,q_f46d91c5,Who is the most recent recipient of the Betty Roland Prize for Script Writing in the New South Wales Premier's Literary Awards?,Which writing talent is receiving the Betty Roland Prize for Script Writing in the New South Wales Premier's Literary Awards at this moment?,Which writing talent is receiving the Betty Roland Prize for Script Writing in the New South Wales Premier's Literary Awards at this moment?,Del Kathryn Barton and Huna Amweero,Del Kathryn Barton and Huna Amweero,1,1,temporal_align_qa,2023,propagated from verified-faithful paraphrase,propagated from verified-faithful paraphrase,FAST,340502.528121629,rerun_24h,1,1,1,1
p_q_ce3247b9_3,mixed_age_400,1,1,q_ce3247b9,What is the name of the most recent horse to win the Gran Premio Carlos Pellegrini?,Which horse has won the Gran Premio Carlos Pellegrini most recently?,Which horse has won the Gran Premio Carlos Pellegrini most recently?,Argentina El Encinal,Argentina El Encinal,1,1,temporal_align_qa,2023,propagated from verified-faithful paraphrase,propagated from verified-faithful paraphrase,FAST,453315.8999821435,rerun_24h,1,1,1,1
p_q_134739ad_2,mixed_age_400,1,1,q_134739ad,Who were the drivers of the winning four-wheeler team in the most recent Baja 1000?,Which four-wheeler team members won the title in the most recent Baja 1000 race?,Which four-wheeler team members won the title in the most recent Baja 1000 race?,Bryce Menzies Andy McMillin Tavo Vildósola,Bryce Menzies Andy McMillin Tavo Vildósola,1,1,temporal_align_qa,2023,propagated from verified-faithful paraphrase,propagated from verified-faithful paraphrase,FAST,468410.87265566847,rerun_24h,2,2,2,1
p_q_ccd63b11_3,mixed_age_400,1,1,q_ccd63b11,Who is the recent winner of the Miles Franklin Award?,What is the name of the Miles Franklin Award recipient who was recently awarded?,What is the name of the Miles Franklin Award recipient who was recently awarded?,Shankari Chandran,Shankari Chandran,1,1,temporal_align_qa,2023,propagated from verified-faithful paraphrase,propagated from verified-faithful paraphrase,FAST,550490.6554052583,rerun_24h,1,1,1,1
p_q_8af46f37_3,mixed_age_400,1,1,q_8af46f37,Who was the recipient of the Eddie Robinson Award?,Which individual was the recipient of the Eddie Robinson Award?,Which individual was the recipient of the Eddie Robinson Award?,Jimmy Rogers,Jimmy Rogers,1,1,temporal_align_qa,2023,propagated from verified-faithful paraphrase,propagated from verified-faithful paraphrase,FAST,474002.0091536618,rerun_24h,1,1,1,1
p_q_1719b6dd_2,mixed_age_400,1,1,q_1719b6dd,Who is the director of the film that won the most recent Sonje Award at the Busan International Film Festival?,Which director took home the Sonje Award at the latest Busan International Film Festival?,Which director took home the Sonje Award at the latest Busan International Film Festival?,"Jeon Do-hee, Kim So-hee","Jeon Do-hee, Kim So-hee",1,2,temporal_align_qa,2023,propagated from verified-faithful paraphrase,propagated from verified-faithful paraphrase,FAST,484444.94248666835,rerun_24h,1,1,1,1
p_q_9a92a9cc_2,mixed_age_400,1,1,q_9a92a9cc,At which venue was the most recent Japan Women's Open Golf Championship held?,What was the specific spot where the latest Japan Women's Open Golf Championship took place?,What was the specific spot where the latest Japan Women's Open Golf Championship took place?,"Awara Golf Club, Sea Course","Awara Golf Club, Sea Course",1,1,temporal_align_qa,2023,propagated from verified-faithful paraphrase,propagated from verified-faithful paraphrase,FAST,410402.9641817332,rerun_24h,2,2,2,1
p_q_5aac65b6_1,mixed_age_400,1,1,q_5aac65b6,Which film won the Toronto International Film Festival People's Choice Award most recently?,What was the recent winning Toronto International Film Festival People's Choice Award movie?,What was the recent winning Toronto International Film Festival People's Choice Award movie?,The Holdovers,The Holdovers,1,3,temporal_align_qa,2023,propagated from verified-faithful paraphrase,propagated from verified-faithful paraphrase,FAST,512385.645593572,rerun_24h,1,1,1,1
p_q_3141e273_1,mixed_age_400,1,1,q_3141e273,Which jockey rode the winning horse in the latest Mehl-Mülhens-Rennen?,The winner of the latest Mehl-Mülhens-Rennen was who? Which jockey did it on?,The winner of the latest Mehl-Mülhens-Rennen was who? Which jockey did it on?,Andrea Atzeni,Andrea Atzeni,1,1,temporal_align_qa,2023,propagated from verified-faithful paraphrase,propagated from verified-faithful paraphrase,FAST,326074.714749269,rerun_24h,1,1,1,1
p_q_60e402de_3,mixed_age_400|heldout_400,2,1,q_60e402de,Which book won the Orbis Pictus Award for the most recent year awarded?,Which book won the Orbis Pictus Award last year?,Which book won the Orbis Pictus Award last year?,Blue: A History of the Color as Deep as the Sea and as Wide as the Sky,Blue: A History of the Color as Deep as the Sea and as Wide as the Sky,1,1,temporal_align_qa,2023,propagated from verified-faithful paraphrase,propagated from verified-faithful paraphrase,FAST,337525.5454665213,rerun_24h,2,2,2,1
p_q_28b0bd9f_0,mixed_age_400,1,1,q_28b0bd9f,Which film won the Grand Prize at the most recent Baeksang Arts Award?,Which film was the winner of the most recent Baeksang Arts Award's Grand Prize?,Which film was the winner of the most recent Baeksang Arts Award's Grand Prize?,Decision to Leave Award winner,Decision to Leave Award winner,1,2,temporal_align_qa,2023,propagated from verified-faithful paraphrase,propagated from verified-faithful paraphrase,FAST,434560.48438758875,rerun_24h,1,1,1,1
p_q_2f991c6e_1,mixed_age_400,1,1,q_2f991c6e,Who is the most recent recipient of the European Association for Theoretical Computer Science EATCS Award?,Which individual has won the European Association for Theoretical Computer Science EATCS Award recently?,Which individual has won the European Association for Theoretical Computer Science EATCS Award recently?,Amos Fiat,Amos Fiat,1,1,temporal_align_qa,2023,propagated from verified-faithful paraphrase,propagated from verified-faithful paraphrase,FAST,97477.54793447454,rerun_24h,1,1,1,1
q_f09060c5,mixed_age_400,1,0,q_f09060c5,When is the next U.S. federal holiday?,,When is the next U.S. federal holiday?,Columbus Day,Columbus Day,1,10,freshqa,2023,,,FAST,199911.53183849796,rerun_24h,4,2,2,1
q_8e283b0e,mixed_age_400,1,0,q_8e283b0e,What is the title of Julian Sands' latest film?,,What is the title of Julian Sands' latest film?,Double Soul,Double Soul,1,2,temporal_align_qa,2023,latest annotated year in the answer dictionary,latest annotated year in the answer dictionary,FAST,126564.87455427976,rerun_24h,1,1,1,1
q_5efb60e3,mixed_age_400,1,0,q_5efb60e3,Which university did the latest Outland Trophy recipient play for?,,Which university did the latest Outland Trophy recipient play for?,Texas,Texas,1,1,temporal_align_qa,2023,latest annotated year in the answer dictionary,latest annotated year in the answer dictionary,FAST,58208.026812489705,rerun_12h,1,1,1,1
q_4d8a4de4,mixed_age_400,1,0,q_4d8a4de4,Which artist(s) performed on the most recent winner of the Grammy Award for Best Historical Album?,,Which artist(s) performed on the most recent winner of the Grammy Award for Best Historical Album?,Wilco,Wilco,1,1,temporal_align_qa,2023,latest annotated year in the answer dictionary,latest annotated year in the answer dictionary,FAST,245030.27122523822,rerun_24h,2,2,2,1
q_5653e571,mixed_age_400,1,0,q_5653e571,Where was the World Junior Speed Skating Championships held most recently?,,Where was the World Junior Speed Skating Championships held most recently?,Inzell,Inzell,1,1,temporal_align_qa,2023,latest annotated year in the answer dictionary,latest annotated year in the answer dictionary,FAST,109143.18709851606,rerun_24h,2,2,2,1
q_093b18d5,mixed_age_400,1,0,q_093b18d5,Who owned the winning horse in the latest Takamatsunomiya Kinen?,,Who owned the winning horse in the latest Takamatsunomiya Kinen?,Koji Yasuhara,Koji Yasuhara,1,1,temporal_align_qa,2023,latest annotated year in the answer dictionary,latest annotated year in the answer dictionary,FAST,144843.60562099074,rerun_24h,2,2,2,1
q_f0345793,mixed_age_400,1,0,q_f0345793,What television series is Leo Martinez recently in with a recurring role?,,What television series is Leo Martinez recently in with a recurring role?,Senior High,Senior High,1,2,temporal_align_qa,2023,latest annotated year in the answer dictionary,latest annotated year in the answer dictionary,FAST,174738.0479184458,rerun_24h,1,1,1,1
q_fcc76705,mixed_age_400,1,0,q_fcc76705,Who is the most recent recipient of the Hannes Alfvén Prize?,,Who is the most recent recipient of the Hannes Alfvén Prize?,Chandrashekhar Janardan Joshi,Chandrashekhar Janardan Joshi,1,3,temporal_align_qa,2023,latest annotated year in the answer dictionary,latest annotated year in the answer dictionary,FAST,91978.47607450266,rerun_24h,2,2,2,1
q_6f19be8a,mixed_age_400,1,0,q_6f19be8a,Who is the current recipient of the NABC Player of the Year in NCAA Division II basketball?,,Who is the current recipient of the NABC Player of the Year in NCAA Division II basketball?,RJ Sunahara,RJ Sunahara,1,1,temporal_align_qa,2023,latest annotated year in the answer dictionary,latest annotated year in the answer dictionary,FAST,146812.46767461198,rerun_24h,1,1,1,1
q_3c890437,mixed_age_400,1,0,q_3c890437,Who was the owner of the winning horse in the most recent Woodbine Oaks?,,Who was the owner of the winning horse in the most recent Woodbine Oaks?,"Team Valor International, Gary Barber","Team Valor International, Gary Barber",1,1,temporal_align_qa,2023,latest annotated year in the answer dictionary,latest annotated year in the answer dictionary,FAST,59622.533025824945,rerun_12h,2,2,2,1
q_7fc62b46,mixed_age_400,1,0,q_7fc62b46,Who owned the horse that won the latest Hong Kong Sprint?,,Who owned the horse that won the latest Hong Kong Sprint?,"Cheng Ming Leung, Cheng Yu Tung Et Al","Cheng Ming Leung, Cheng Yu Tung Et Al",1,1,temporal_align_qa,2023,latest annotated year in the answer dictionary,latest annotated year in the answer dictionary,FAST,98782.47623887006,rerun_24h,1,1,1,1
q_66b78d55,mixed_age_400,1,0,q_66b78d55,Who hosted the Juno Awards ceremony?,,Who hosted the Juno Awards ceremony?,Simu Liu,Simu Liu,1,1,temporal_align_qa,2023,latest annotated year in the answer dictionary,latest annotated year in the answer dictionary,FAST,196957.2668914138,rerun_24h,1,1,1,1
